Sample,Rep,lLR,Eff,Pr,St,NC,TC,TotDNA,amtDNA,C1,C2,C3,C4,D1,D2,D3,D4,CSF1PO,D13S317,D16S539,D18S51,D19S433,D21S11,D2S1338,D3S1358,D5S818,D7S820,D8S1179,FGA,TH01,TPOX,VWA
15,5,14.9,0.776,likeLTD,Present,2,B,500,250,C,B,NA,NA,1,1,NA,NA,0.584,2.07,0.72,1.14,0.547,2.18,1.97,0.84,0.285,0.459,0.864,0.799,0.912,0.87,0.622
15,5,15.42876666,0.804,EFM,Present,2,B,500,250,C,B,NA,NA,1,1,NA,NA,0.713706013,2.335563165,0.690555376,1.016160765,0.531070001,2.217518689,2.157134021,0.838853172,0.286719143,0.718750773,0.838365053,0.673190883,0.873962512,0.858253924,0.678963167
15,5,15.03849357,0.783,EFM,Absent,2,B,500,250,C,B,NA,NA,1,1,NA,NA,0.790992452,2.361472531,0.735079327,0.847702017,0.578919311,2.014228474,2.094172556,0.960177815,0.277386135,0.659444548,0.815287213,0.455069702,0.838879163,0.911747993,0.697934331
41,1,9.77,0.509,likeLTD,Present,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.0725,1.58,0.579,1.01,0.868,1.27,1.45,1.06,-0.235,-2.08,0.743,1.14,0.425,1.29,0.601
41,1,11.65320476,0.607,EFM,Present,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.158541195,1.736772084,0.710699705,0.981396765,0.462457248,1.652335496,1.708541344,0.586327143,-0.008344387,0.284798418,0.475156311,1.05988129,0.460883959,0.744389265,0.639368921
41,1,10.80870808,0.563,EFM,Absent,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.16796696,1.365445049,0.47865187,0.990858845,0.25175627,1.574813321,1.66519072,0.88769638,0.032672932,0.309192211,0.611194294,0.73353347,0.376322401,0.749416975,0.613996381
41,1,9.45,0.492,likeLTD,Absent,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.244,1.36,0.452,1.04,0.163,1.49,1.59,0.926,-0.0874,-0.951,0.597,0.679,0.436,0.714,0.805
42,2,9.99,0.52,likeLTD,Present,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.0154,1.04,0.678,1.24,0.659,1.85,1.2,1.23,0.349,-2.79,0.818,1.12,0.784,0.969,0.831
42,2,11.72718032,0.611,EFM,Present,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.105817694,1.426310167,0.587110179,0.945879692,0.807796934,1.919661069,1.411957212,0.660689996,-0.050137266,0.42777723,0.587467515,0.649824818,0.616099829,0.690718209,0.940207044
42,2,11.43682071,0.596,EFM,Absent,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.173211406,1.525908047,0.369967378,0.838929797,0.647692337,1.902194655,1.311475713,0.646352703,-0.10074649,0.54717947,0.57061501,0.919811308,0.449636606,0.80270234,0.831890435
42,2,11.8,0.615,likeLTD,Absent,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.241,1.4,0.428,1.09,0.787,1.96,1.36,0.971,0.0653,-0.706,0.828,0.986,0.68,0.827,0.922
43,3,11.7,0.609,likeLTD,Present,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,-0.401,2.16,0.676,1.33,0.655,2.22,1.78,1.15,0.186,-3.34,0.897,1.27,0.918,1.39,0.85
43,3,14.3,0.745,likeLTD,Absent,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,-0.218,2.39,0.465,1.18,0.737,2.46,1.89,1.15,-0.258,-0.457,0.988,1.29,0.605,1.15,0.916
43,3,13.90455578,0.724,EFM,Present,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.138114714,2.614991956,0.805968747,0.512904837,0.669301838,2.431980841,1.844952181,0.302785056,0.312007908,0.755454418,0.480783027,1.332647684,0.172226731,0.517719261,1.012716581
43,3,12.82592181,0.668,EFM,Absent,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.19764899,2.14957609,0.543715612,0.53215264,0.58281457,2.155578258,1.524449379,0.392295045,0.212264167,0.72189973,0.484400609,1.146924056,0.26649124,1.045722263,0.86998916
44,4,14.4,0.75,likeLTD,Present,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.266,2.08,0.966,1.23,0.771,2.23,1.71,1.11,0.392,-1.59,0.834,1.5,0.868,1.19,0.865
44,4,13.03661116,0.679,EFM,Absent,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.281376423,2.059985133,0.827365955,0.676445273,0.423605581,2.08712469,1.826231423,0.632141027,0.247099,-0.093284727,0.50740966,0.985332448,0.623106214,0.954213238,0.998459823
44,4,14.06746508,0.733,EFM,Present,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.300185961,2.256022496,1.054709662,0.663511757,0.593525306,2.321022214,2.138500353,0.662185467,0.345865133,-0.226634354,0.496069109,0.826801021,0.544057845,0.944564133,1.147078977
44,4,15.2,0.792,likeLTD,Absent,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.449,2.17,0.903,1.13,0.514,2.29,1.76,1.21,0.439,-0.553,0.76,1.12,0.833,1.12,1.03
45,5,12,0.625,likeLTD,Absent,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.292,0.845,0.593,1.08,0.732,2.22,1.75,0.807,0.217,-0.285,0.727,0.5,0.642,1.11,0.818
45,5,11.66000469,0.607,EFM,Absent,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.415519709,1.324078205,0.383634298,0.781927882,0.57784594,2.11906897,1.573767729,0.415144199,0.135073542,0.602762872,0.364494263,0.762715513,0.319907224,1.0716959,0.812368441
45,5,11.89059256,0.619,EFM,Present,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.436359806,1.270843305,0.445107389,0.768106055,0.57798755,2.477808453,1.803321209,0.254987998,0.270425558,0.720041381,0.244742343,0.647794388,0.481354374,0.558029923,0.933682828
45,5,10.9,0.568,likeLTD,Present,2,B,500,166.6666667,C,B,NA,NA,2,1,NA,NA,0.449,0.479,0.752,1.11,0.749,2.32,1.56,0.992,0.369,-1.56,0.751,0.259,0.786,1.06,0.85
71,1,14.1,0.734,likeLTD,Absent,2,B,500,100,C,B,NA,NA,4,1,NA,NA,0.329,2.12,0.886,1.16,0.613,2.1,1.52,1.14,0.186,-0.9,0.746,1.43,0.719,1.12,0.88
71,1,13.9,0.724,likeLTD,Present,2,B,500,100,C,B,NA,NA,4,1,NA,NA,0.374,2.15,0.874,1.14,0.63,2.17,1.48,1.18,0.209,-1.2,0.745,1.43,0.774,1.15,0.744
71,1,15.16480613,0.79,EFM,Present,2,B,500,100,C,B,NA,NA,4,1,NA,NA,0.705589881,2.357368308,0.860343795,0.78904904,0.757916224,2.163769555,1.721324281,0.477398783,0.392185907,0.555416791,0.571443184,1.27353865,0.38550496,1.212881955,0.941074817
71,1,15.20999231,0.792,EFM,Absent,2,B,500,100,C,B,NA,NA,4,1,NA,NA,0.756688692,2.331857251,1.058316829,0.817318979,0.737299657,2.040752843,1.709827235,0.224065035,0.336869231,0.553558298,0.57599271,1.257926228,0.367790465,1.291688222,1.150040633
72,2,13.1,0.682,likeLTD,Present,2,B,500,100,C,B,NA,NA,4,1,NA,NA,0.0355,2.17,0.4,1.1,0.649,2.19,1.79,1.26,0.814,-1.67,0.709,1.24,0.692,0.935,0.779
72,2,14.7,0.766,likeLTD,Absent,2,B,500,100,C,B,NA,NA,4,1,NA,NA,0.0439,2.32,0.388,1.25,0.608,2.2,1.55,1.3,0.682,0.00305,0.694,1.22,0.721,0.872,0.795
72,2,14.74650083,0.768,EFM,Present,2,B,500,100,C,B,NA,NA,4,1,NA,NA,0.237625652,2.172434082,0.475935877,0.795358006,0.567648114,2.544024626,1.794069903,0.698489367,0.608183349,0.572371119,0.594809108,1.351323122,0.520510453,0.923431999,0.890286052
72,2,13.7851762,0.718,EFM,Absent,2,B,500,100,C,B,NA,NA,4,1,NA,NA,0.255197941,2.275455303,0.451318343,0.935935986,0.684177039,2.423559847,1.506664906,0.650449725,0.419257882,-0.366648442,0.624143683,1.459534807,0.548420141,1.037300629,0.880408406
73,3,13.07178346,0.681,EFM,Present,2,B,500,100,C,B,NA,NA,4,1,NA,NA,-0.191427154,1.838984403,0.341622458,0.768235811,0.584940923,2.645725577,1.396026015,0.833324777,0.343780476,0.38059665,0.799229101,1.235975797,0.381509979,0.863754308,0.849504341
73,3,12.94635337,0.674,EFM,Absent,2,B,500,100,C,B,NA,NA,4,1,NA,NA,-0.011353919,1.822328577,0.327121768,0.825962825,0.469980806,2.310525871,1.422830691,0.801567577,0.211931623,0.518214778,0.720140087,1.358837744,0.347661388,0.994207306,0.826396246
73,3,13.5,0.703,likeLTD,Absent,2,B,500,100,C,B,NA,NA,4,1,NA,NA,0.12,2.04,0.262,1.14,0.627,2.28,1.38,1.23,0.17,-0.682,0.739,1.45,0.721,1.11,0.93
73,3,13.1,0.682,likeLTD,Present,2,B,500,100,C,B,NA,NA,4,1,NA,NA,0.125,2.1,0.301,1.07,0.658,2.22,1.34,1.19,0.317,-1.17,0.734,1.47,0.748,1.14,0.853
74,4,12.52923657,0.653,EFM,Present,2,B,500,100,C,B,NA,NA,4,1,NA,NA,-1.506696442,1.929180289,0.193654877,0.886047222,0.536080735,2.199292737,2.027460561,1.399826154,0.521828596,0.935707073,0.652890081,1.44924805,0.50851719,-0.040498443,0.836697887
74,4,8.19,0.427,likeLTD,Present,2,B,500,100,C,B,NA,NA,4,1,NA,NA,-1.33,1.53,0.327,0.74,0.392,1.93,1.76,1.5,0.816,-2.79,0.445,1.27,0.299,0.57,0.728
74,4,11.4,0.594,likeLTD,Absent,2,B,500,100,C,B,NA,NA,4,1,NA,NA,-1.1,1.97,0.0253,1.08,0.345,2.15,1.95,1.2,0.603,-0.549,0.777,1.42,0.341,0.118,1.05
74,4,14.33093726,0.746,EFM,Absent,2,B,500,100,C,B,NA,NA,4,1,NA,NA,-0.798696906,2.087385462,-0.013719857,0.921807111,0.627541458,2.270522031,1.933205706,1.198609566,0.351777755,1.02334991,0.751483918,1.490435218,0.354905722,1.257666609,0.874663552
75,5,14.3,0.745,likeLTD,Absent,2,B,500,100,C,B,NA,NA,4,1,NA,NA,0.431,1.92,0.47,0.676,0.56,2.48,1.79,1.17,0.331,-0.373,0.527,1.42,0.799,1.18,0.9
75,5,13.6,0.708,likeLTD,Present,2,B,500,100,C,B,NA,NA,4,1,NA,NA,0.616,1.82,0.511,0.817,0.599,2.23,1.66,1,0.626,-1.03,0.675,1.46,0.746,1.07,0.83
75,5,14.3940791,0.75,EFM,Present,2,B,500,100,C,B,NA,NA,4,1,NA,NA,0.678099909,1.801302105,0.604116413,0.032193931,0.735369726,2.794565037,1.831383269,0.70335609,0.366132673,0.782146648,0.012309426,1.355802162,0.721504056,1.011357349,0.9644403
75,5,14.65116184,0.763,EFM,Absent,2,B,500,100,C,B,NA,NA,4,1,NA,NA,0.755500762,2.033922616,0.518402521,-0.050058257,0.877604899,2.662023313,1.860689714,0.814797303,0.282683065,0.735321865,-0.047031453,1.303290685,0.675797892,1.261709049,0.966507867
101,1,12.70523725,0.662,EFM,Present,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.288983588,2.13283528,0.302152132,0.769423314,0.282940383,2.453830279,1.61026803,0.449933889,0.664437883,0.805985295,0.398599392,1.087345553,0.394129708,0.382073038,0.682299487
101,1,14.21573523,0.74,EFM,Absent,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.338370435,2.173546411,0.390357552,0.900870781,-0.457402653,2.348603934,1.679409338,0.917470519,0.487776777,1.074996129,0.575335038,1.54717465,0.410345202,1.071910666,0.756970452
101,1,12.9,0.672,likeLTD,Absent,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.377,2.22,0.416,1.02,-0.654,2.14,1.91,0.337,0.714,0.38,0.715,1.35,0.346,0.68,0.957
101,1,11.2,0.583,likeLTD,Present,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.488,2.04,0.286,0.989,0.176,2.33,1.69,0.9,0.858,-1.78,0.619,1,0.383,0.627,0.638
102,2,12.79089004,0.666,EFM,Present,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.133137803,2.092442483,0.415335739,1.247890124,0.334891558,2.405948562,1.461704148,0.802942102,0.497808143,0.511156351,0.370771026,1.087231153,0.406079731,0.374457898,0.649093225
102,2,13.96765722,0.727,EFM,Absent,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.193676106,2.159392327,0.449668037,1.10489038,0.544360827,2.397310167,1.513066904,0.852831801,0.40104283,0.116770993,0.497926161,1.591756267,0.378868376,1.116828103,0.649267941
102,2,13.6,0.708,likeLTD,Absent,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.248,1.99,0.457,1.41,0.473,2.19,1.58,1.06,0.349,-0.0208,0.618,1.36,0.502,0.76,0.63
102,2,11.8,0.615,likeLTD,Present,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.401,1.67,0.397,1.35,0.341,2.19,1.62,0.956,0.497,-0.89,0.479,1.1,0.456,0.636,0.601
103,3,14.23197665,0.741,EFM,Absent,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.377382049,2.1981168,0.47153754,1.040163773,0.555870228,2.405820163,1.791418713,-0.396111338,0.395206521,1.055147065,0.509488072,1.555729044,0.474379602,1.086891126,0.710937289
103,3,11.8,0.615,likeLTD,Present,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.424,2.02,0.471,1.18,0.392,2.23,1.99,0.564,0.624,-1.34,0.416,1.23,0.458,0.523,0.635
103,3,13.00371307,0.677,EFM,Present,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.426437457,2.280642144,0.397809731,0.939914246,0.336234904,2.42551171,1.828058974,0.345357896,0.49135318100000003,0.585974959,0.33024939,1.210626798,0.439020768,0.306292312,0.660228604
103,3,13,0.677,likeLTD,Absent,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.486,2.19,0.55,1.29,0.31,2.42,2.09,-0.359,0.0379,0.0241,0.612,1.42,0.401,0.724,0.832
104,4,12.9168462,0.673,EFM,Present,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.195183028,2.348168726,0.431086406,0.895882143,0.352016866,2.464208088,1.593397815,0.690717542,0.1266637,0.70369967,0.440030556,1.037120113,0.543229054,0.389422275,0.706020216
104,4,13.34711469,0.695,EFM,Absent,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.245758817,2.166515865,0.431304309,0.840834443,0.516762762,2.449207246,1.60185848,-0.46664812,0.166660144,1.003115494,0.523914603,1.582414791,0.45677303,1.092975253,0.735667576
104,4,11.9,0.62,likeLTD,Absent,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.349,1.85,0.294,1.37,0.049,2.34,1.73,-0.383,0.354,0.0793,0.629,1.28,0.336,0.8,0.844
104,4,11.3,0.589,likeLTD,Present,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.502,1.93,0.438,1.41,0.471,2.28,1.63,0.902,0.0509,-1.77,0.549,0.968,0.427,0.801,0.712
105,5,10.2,0.531,likeLTD,Present,2,B,500,50,C,B,NA,NA,9,1,NA,NA,-0.234,2.22,0.704,0.851,0.472,1.97,0.993,1.16,0.349,-1.44,0.568,1.2,0.566,0.534,0.322
105,5,12.5,0.651,likeLTD,Absent,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.132,2.25,0.549,0.624,0.458,2.26,1.2,1.1,0.337,-0.0423,0.669,1.34,0.542,0.53,0.538
105,5,14.09271673,0.734,EFM,Absent,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.225037562,2.126191308,0.586386862,0.655239556,0.596501123,2.341171861,1.05690328,1.137792201,0.285960115,1.059707413,0.623914518,1.504788697,0.486408786,0.816395102,0.590318349
105,5,12.78063397,0.666,EFM,Present,2,B,500,50,C,B,NA,NA,9,1,NA,NA,0.244896913,2.087170848,0.641713136,0.334439501,0.48524369,2.462262255,0.751129712,0.840450355,0.423663117,0.946013812,0.507737865,1.391050554,0.573898857,0.565243117,0.525720239
131,1,10.38497673,0.541,EFM,Present,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.336093812,1.404956423,0.168294402,0.849389099,0.373785251,1.45094267,1.761832451,0.942222325,0.16250034,0.539946608,0.63065096,-0.439799988,0.480051958,1.011089297,0.713021121
131,1,10.38476416,0.541,EFM,Absent,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.336631502,1.401702274,0.169670211,0.848963123,0.374129793,1.449732621,1.760598229,0.94105586,0.162674694,0.540588872,0.630258869,-0.439177912,0.481578938,1.012919404,0.713437684
131,1,9.79,0.51,likeLTD,Present,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.376,1.53,0.29,0.497,0.35,1.5,1.83,0.798,0.215,0.124,0.636,-0.473,0.545,0.868,0.701
131,1,9.79,0.51,likeLTD,Absent,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.384,1.56,0.304,0.487,0.346,1.48,1.84,0.782,0.205,0.0773,0.623,-0.434,0.562,0.871,0.702
132,2,14.11739766,0.735,EFM,Absent,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.26186325,1.572391212,0.973523782,1.594993599,0.729172975,1.94149776,2.35996949,1.187822866,0.708978149,0.511020947,0.946711825,1.478458669,0.564690514,-0.821259671,0.107562291
132,2,14.10513709,0.735,EFM,Present,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.261953897,1.576586942,0.971369408,1.593749246,0.727097676,1.941669612,2.358817504,1.190327946,0.707747453,0.510161611,0.946175438,1.476475567,0.558664067,-0.823638797,0.10797952
132,2,13.7,0.714,likeLTD,Present,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.336,1.49,0.944,1.52,0.72,1.88,2.33,1.13,0.743,0.328,0.939,1.47,0.652,-0.944,0.175
132,2,13.7,0.714,likeLTD,Absent,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.337,1.49,0.947,1.5,0.721,1.87,2.34,1.13,0.737,0.366,0.941,1.47,0.651,-0.957,0.154
133,3,12.04109358,0.627,EFM,Present,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.194969687,1.466209789,0.623412145,1.332058894,0.28949921,1.509679694,2.035293558,0.811671885,0.06331136,0.443861083,0.570777803,0.704855056,0.441303627,0.920050546,0.634139241
133,3,12.0414237,0.627,EFM,Absent,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.195142354,1.465894921,0.623190477,1.332107826,0.289472041,1.510697658,2.034923615,0.810936608,0.063528209,0.444189205,0.569793347,0.705760152,0.44171734,0.9198274,0.634242549
133,3,11.8,0.615,likeLTD,Present,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.422,1.5,0.514,1.33,0.228,1.43,2.14,0.923,0.1,0.0493,0.587,0.702,0.388,0.914,0.632
133,3,11.8,0.615,likeLTD,Absent,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.425,1.5,0.507,1.33,0.229,1.42,2.14,0.901,0.113,0.0875,0.578,0.692,0.381,0.912,0.634
134,4,11,0.573,likeLTD,Present,2,B,100,50,C,B,NA,NA,1,1,NA,NA,-0.0367,1.34,0.572,0.415,0.305,1.72,1.69,1.41,0.287,-0.207,0.64,0.928,0.578,0.732,0.655
134,4,11,0.573,likeLTD,Absent,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.0186,1.36,0.555,0.337,0.417,1.57,1.83,1.27,0.278,-0.196,0.618,0.885,0.626,0.663,0.785
134,4,11.64835021,0.607,EFM,Present,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.066439508,1.413944806,0.577561745,0.815983956,0.554665793,1.632529091,1.787900371,0.711893532,0.306565034,0.457252016,0.520150191,0.896298024,0.680439652,0.692151192,0.5345753
134,4,11.64923906,0.607,EFM,Absent,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.067024268,1.413418837,0.577318877,0.816450064,0.554444736,1.632271084,1.788256877,0.712505153,0.306687101,0.457501508,0.519617931,0.896559063,0.680279086,0.691889834,0.535014639
135,5,8.743136757,0.455,EFM,Present,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.213248553,1.465238081,0.39403325300000003,1.001121055,0.294221111,1.482152595,1.687800764,0.877774076,0.343866071,0.49296627,0.525986774,-0.287106866,0.391076617,-0.792927619,0.653686022
135,5,8.7459156,0.456,EFM,Absent,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.218336587,1.457844142,0.390802944,1.004747771,0.290343434,1.478629088,1.695454682,0.867720537,0.345349121,0.496067555,0.517522529,-0.273305037,0.382522315,-0.780404646,0.654284579
135,5,7.82,0.407,likeLTD,Absent,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.26,1.58,0.554,0.457,0.48,1.32,1.29,0.911,0.455,0.0983,0.627,-0.539,0.618,-0.889,0.601
135,5,7.84,0.408,likeLTD,Present,2,B,100,50,C,B,NA,NA,1,1,NA,NA,0.264,1.6,0.562,0.448,0.463,1.37,1.28,0.938,0.43,0.0661,0.641,-0.554,0.631,-0.892,0.601
161,1,8.555666772,0.446,EFM,Absent,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,0.084203297,1.538939988,0.420423874,0.775279068,0.221399957,1.693158446,1.195523406,0.864597752,-0.188861439,0.516388955,0.496389524,-0.164624912,0.243185044,0.764437554,0.095226259
161,1,8.549293933,0.445,EFM,Present,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,0.08512081,1.534607105,0.420536953,0.776904819,0.220767667,1.689045235,1.196742905,0.863998956,-0.190305886,0.515416774,0.496249774,-0.162707517,0.237236012,0.767254001,0.098426324
161,1,8.41,0.438,likeLTD,Absent,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,0.356,1.72,0.447,0.52,0.0546,1.71,1.42,0.848,0.0326,-0.0183,0.474,-0.224,0.239,0.661,0.174
161,1,8.39,0.437,likeLTD,Present,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,0.361,1.69,0.45,0.52,0.0448,1.68,1.41,0.851,0.0446,-0.0609,0.447,-0.198,0.211,0.697,0.246
162,2,6.9,0.359,likeLTD,Absent,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,-0.627,1.26,-0.0416,0.553,0.269,1.49,0.543,0.8,0.025,0.187,0.538,0.986,-0.151,0.519,0.559
162,2,6.93,0.361,likeLTD,Present,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,-0.593,1.28,-0.0481,0.579,0.267,1.48,0.504,0.795,0.0279,0.179,0.539,1.01,-0.139,0.505,0.545
162,2,7.233807991,0.377,EFM,Absent,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,-0.435140421,1.056882022,0.014994724,0.904918172,0.153548327,1.317050663,1.424815898,0.81871278,0.029310324,-0.349146583,0.47620847,0.683571776,-0.070622711,0.657967031,0.550737519
162,2,7.23608411,0.377,EFM,Present,2,B,100,33.33333333,C,B,NA,NA,2,1,NA,NA,-0.434219115,1.05855535,0.014565034,0.904923472,0.154238794,1.316822226,1.423916297,0.818118852,0.029672487,-0.349606883,0.476682996,0.683427721,-0.07017139,0.658557522,0.550600748
